texto,texto_limpio,categoria_id,categoria_nombre,respuesta_generalizada
error ingreso a avante,error ingreso a avante,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"Estudiante se comunica y manifiesta que en el ticket REQ 2025-059056 no se le mantiene el descuento de pronto pago, pese a que la solicitud la hizo cuando tenia el descuento de pronto pago.","Estudiante se comunica y manifiesta que en el ticket REQ 2025-059056 no se le mantiene el descuento de pronto pago, pese a que la solicitud la hizo cuando tenia el descuento de pronto pago.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Acceso Correo,Acceso Correo,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Validar Bloqueo,Validar Bloqueo,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
Validar bloqueo,Validar bloqueo,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
Ayer me indicaron que me enviarían la orden de pago de mi grado de especialización en derecho constitucional y ya han pasado 24 horas y no la he recibido,Ayer me indicaron que me enviarían la orden de pago de mi grado de especialización en derecho constitucional y ya han pasado 24 horas y no la he recibido,7,Pago de derechos de grado,"Para las solicitudes relacionadas con el pago de derechos de grado, se debe verificar la información correspondiente al trámite y al pago realizado. Cuando el usuario solicite orientación, se debe indicar el procedimiento aplicable y, cuando presente un comprobante, validar la información necesaria para continuar con el proceso de grado."
Acceso Correo,Acceso Correo,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Error en ingreso a avante - admitido,Error en ingreso a avante - admitido,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Estudiante se comunica y manifiesta que desea aplicar al descuento del pronto pago.,Estudiante se comunica y manifiesta que desea aplicar al descuento del pronto pago.,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
Validar proceso educación estrella,Validar proceso educación estrella,15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
Se acerca estudiante solicitando la colaboración de generación de la orden de matricula vencida por el valor del seguro.,Se acerca estudiante solicitando la colaboración de generación de la orden de matricula vencida por el valor del seguro.,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
Se acerca estudiante solicitando información del motivo del bloqueo debido a que no tien conocimiento del motivo.,Se acerca estudiante solicitando información del motivo del bloqueo debido a que no tien conocimiento del motivo.,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
"Estoy solicitando un certificado emitido por la universidad en el cual mencione que fui admitido para hacer la especialización de ciencias penales y criminología y que actualmente me encuentro aplicando a la beca SOY IMPARABLE, esto es con fines laborales para gestionar los permisos para poder asistir a la clase de la primera visita que se llevará a cabo el día 30 de junio en adelante, al no tener aún correo institucional me dijeron que me comuniqué a este número","Estoy solicitando un certificado emitido por la universidad en el cual mencione que fui admitido para hacer la especialización de ciencias penales y criminología y que actualmente me encuentro aplicando a la beca SOY IMPARABLE, esto es con fines laborales para gestionar los permisos para poder asistir a la clase de la primera visita que se llevará a cabo el día 30 de junio en adelante, al no tener aún correo institucional me dijeron que me comuniqué a este número",9,Certificados académicos,"Los certificados académicos se gestionan de acuerdo con el tipo de certificación solicitada, como certificados de notas, estudios, título o terminación de materias. Se debe identificar el certificado requerido, verificar las condiciones para su expedición y orientar al usuario sobre el proceso correspondiente."
"Se acerca docente informando que no ha podido realizar el uso del servicio de la ruta debido a que no le aparece foto en el carne digital, pero se encuentra en funcionamiento sin novedad.","Se acerca docente informando que no ha podido realizar el uso del servicio de la ruta debido a que no le aparece foto en el carne digital, pero se encuentra en funcionamiento sin novedad.",12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
